annee_scolaire;Ordre_CRE;Nom_CRE;Niveau_scolaire;Sexe;Effectif_eleves
2021/2022;15;Tozeur;9ème année technique;Feminin;1
2021/2022;16;Kébili;8ème année technique;Feminin;21
2021/2022;16;Kébili;9ème année technique;Feminin;16
2021/2022;17;Tataouine;8ème année technique;Feminin;19
2021/2022;17;Tataouine;9ème année technique;Feminin;13
2021/2022;18;Médenine;8ème année technique;Feminin;45
2021/2022;18;Médenine;9ème année technique;Feminin;23
2021/2022;19;Gabès;8ème année technique;Feminin;41
2021/2022;19;Gabès;9ème année technique;Feminin;45
2021/2022;20;Sfax 1;8ème année technique;Feminin;55
2021/2022;20;Sfax 1;9ème année technique;Feminin;48
2021/2022;21;Sfax 2;8ème année technique;Feminin;16
2021/2022;21;Sfax 2;9ème année technique;Feminin;12
2021/2022;22;Mahdia;8ème année technique;Feminin;30
2021/2022;22;Mahdia;9ème année technique;Feminin;29
2021/2022;23;Kairouan;8ème année technique;Feminin;45
2021/2022;23;Kairouan;9ème année technique;Feminin;23
2021/2022;24;Monastir;8ème année technique;Feminin;20
2021/2022;24;Monastir;9ème année technique;Feminin;25
2021/2022;25;Sousse;8ème année technique;Feminin;122
2021/2022;25;Sousse;9ème année technique;Feminin;61
2021/2022;26;Nabeul;8ème année technique;Feminin;70
2021/2022;26;Nabeul;9ème année technique;Feminin;55
